ID	TEXT	Ebene2	MEDIA	MARKT	lang	TEXT_cleaned	Length	Category
00021aCWPQXBY4PC	Hallo wuerde gerne meinen Vertrag vorzeitig verlaengern Das iPhone mit GB o GB waere fuer mich interessant Bitte macht mir doch ein Angebot Rufnummer Mit freundlichen Gruessen M Freese	Unknown	facebooksession	Unknown	de	wuerde Vertrag vorzeitig verlaengern iphone GB gb waere fuer interessant Angebot Rufnummer Freese	13	3
00021aCX1NDJ1H5X	Hallo ich moechte meinen Vertrag verlaengern Mit Handy Sie antworten wirklich sofort Kann ich wirklich bestaetigen Schlechter Service hier Dann mach ich meine Angelegenheiten wirklich lieber woanders	Unknown	facebooksession	Mobile Credit	de	moechte vertrag verlaengern Handy antworen wirklich sofort wirklich bestaetigen Schlechter Service hieren Angelegenheiten wirklich liebern woanders	16	3
00021aCX1NDJ44W5	Hallo habe mir soeben eine PrepaidKarte CallYa Smartphone Special gekauft Um diese zu aktivieren habe ich mich online registriert Die Kollegin sagte mir dass der Vorgang erfolgreich abgeschlossen ist und dann war meine PCVerbindung bzw die WebCam Verbindung unterbrochen Nach Rueckruf beim Kundenservice erhielt ich dann die gleiche Mitteilung dass meine Identifizierung erfolgreich abgeschlossen ist Leider ist meine SIMKarte aber immer noch nicht freigeschaltet LG Birgit	Unknown	facebooksession	CallYa	de	soeben Prepaidkarte CallYa Smartphone Special kaufen aktivieren online registrieren Kollegin sagen dass Vorgang erfolgreich abschliessen Pcverbindung bzw webcam Verbindung unterbroch Rueckruf beim Kundenservice erhalten gleich Mitteilung dass Identifizierung erfolgreich abschliessen leider Simkarte immer freigeschaltet birgit	35	3
00021aCX1NDJ4VJH	Nein	Unknown	facebooksession	Unknown	de	nein	1	3
00021aCX1NDJ4XJJ	Hallo Haben Sie derzeit Angebote mit dem iPhone Plus jedoch ohne Geraeteanzahlung	Unknown	facebooksession	Unknown	de	derzeit Angebote iphone Plus jedochen Geraeteanzahlung	6	3
00021aCX1NDJ6JUA	Hallo hab zwar neue Vertrag mit IPhone Plus also seit Monaten ca aber ist es moeglich mein Vertrag zu aendern also das Handy will naemlich das iPhone x Wenn ja was muss ich zahlen Mein Rufnummer lautet	Unknown	facebooksession	Unknown	de	neu Vertrag Iphone Plus alsoen seit Monaten ca abern moeglich Vertrag aendern Handy naemlich iphone ja muessen zahlen Rufnummer lauten	20	3
00021aCX1NDJC3K1	Guten Abend Ich nehme die Anregung eines Bekannten zum Anlass und melde mich selbst einmal Unser leidiges Problem ist der Vodafone Zu HauseAnschluss ueber LTE der durch die wahnsinnig enge Volumenbegrenzung monatlich durch Nachbuchungen ein teurer Spass wird zusaetzlich steht das Internet mindestens jeden Tag erst nach dem SoftReset des Routers wieder zur Verfuegung die aktuellste Firmware ist installiert Ich nenne Ihnen gern die zugehoerige Rufnummer Susan Wilfert Schnaudertal Was fuer Moeglichkeiten ausser dem GigaCube gibt es denn das monatliche Volumen zu erhoehen Mich aergert besonders dass Freunde von mir durch die Zugehoerigkeit zur Bundeswehr das LTE von Vodafone zu Hause nachweislich ohne Begrenzung nutzen koennen weil es fuer sie einen Sondertarif gibt Gern verzichten wir auf etwas Geschwindigkeit wenn dafuer die Begrenzung wegfallen wuerde Ich freue mich auf Ihre Rueckmeldung mit freundlichen Gruessen Steffen Wilfert	Unknown	facebooksession	Unternehmen allgemein	de	nehmen Anregung Bekannten Anlass melde leidiges Problem Hauseanschluss ueber Lte wahnsinnig eng Volumenbegrenzung monatlich Nachbuchungen teurer Spass zusaetzlich stehen Internet mindestens jed Tag erst Softreset Routers Verfuegung aktuellste Firmware installieren nenne zugehoerige Rufnummer Susan Wilfert schnaudertal fuer Moeglichkeiten ausser gigacube geben monatlich Volumen erhoehen aergert besondersen dass freund Zugehoerigkeit bundeswehr Lte Hause nachweislich Begrenzung nutzen koennen fuer Sondertarif geben verzichten Geschwindigkeit dafuer Begrenzung wegfallen wuerde freue Rueckmeldung steffen wilfert	69	3
00021aCX1NDJD69N	Hallo Matthias hat geklappt Danke Gruesse Lukas	Unknown	facebooksession	Unternehmen allgemein	de	matthias klappen lukas	3	3
00021aCX1NDJEAKK	koennen sie diese nr aktivieren ich hab schon grmacht aber ging nicht LG Georgios Gemacht	Unknown	facebooksession	CallYa	de	Koennen Nummer aktivieren schon grmacht abe gehen Georgios Gemacht	9	3
00021aCX1NDJECRT	Thank you and have a great day	Unknown	facebooksession	Unternehmen allgemein	en	great day	2	3
00021aCX1NDJFUFP	Mir ging es mehr um den politischen Missbrauchs des von der Herkunft kann jeder Mitarbeiter Fehler aber dann als fremdenfeindliche Propaganda zu nutzen stoessg mir uebel solltet ihr euch positionieren ist rufschaedigend	Unknown	facebooksession	Unternehmen allgemein	de	gehen mehr politisch Missbrauchs Herkunft jed Mitarbeiter Fehler abern fremdenfeindlich Propaganda nutzen stoessg uebel solltet positionieren rufschaedigend	17	3
00021aCX1NDJJDKF	Hallo ich bin immer nachmittags von Uhr zu erreichen	Unknown	facebooksession	Unknown	de	immer nachmittags Uhr erreichen	4	3
00021aCX1NDJMBMJ	Hallo Beratet ihr hier auch CallYa Kunden	Unknown	facebooksession	CallYa	de	Beratet CallYa Kunden	3	3
00021aCX1NDJN7RC	Sehr geehrter Damen und Herren leider haben Sie die erste Mahnung an meine alte Adresse gesendet Ich muss Ihnen daher widersprechen Als guter und sonst zahlender Kunde sollte Ihnen etwas an unserer geschaeftlichen Beziehung liegen Da sonst alles per Bankeinzug gezahlt wird bin ich davon ausgegangen dass dieser Betrag auch eingezogen wird Ich denke es ist im beiderseitigen Interesse wenn wir hier eine kulante Loesung finden Vielen Dank	Unknown	facebooksession	Unknown	de	leidern erst Mahnung alt Adresse senden daher widersprechen gut zahlender Kunde sollen unserer geschaeftlich Beziehung liegen per Bankeinzug gezahlt davon ausgegangen dass Betrag eingezogen denken beiderseitigen Interesse kulante Loesung finden	30	3
00021aCX1NDJNA7R	Hallo Vodafone Kann man zwei SIM Karten via Video Identifizierung auf eine Person Freischalten Freundliche Gruesse Dia	Unknown	facebooksession	CallYa	de	zwei sim Karten via video Identifizierung Person Freischalten Freundliche Dia	10	3
00021aCX1NDJNBGC	Hallo Vodafone Da ich an der Hotline nur in kleinen Schritten weiter komme versuche ich es hier Freitag fragte ich zwecks einer Vertragsverlaengerung an eurer Hotline nach Entschied mich fuer das neue IPhone X Der Mitarbeiter sagte mir das es ab vorzubestellen geht Wir machten einen neuen Vertrag Beginnab naechsten Monat  Rabatt auf den Vertrag noch extra Er ruft an wenn er das Telefon vorbestellen kann Natuerlich bekam ich den teuren Vertrag mit Premiumhandy  gleich rein und nicht erst im November Nur bekomme ich das Handy eh nicht zum Start sondern Wochen spaeter Soll aber schon jetzt  mehr bezahlen Also rief ich am erneut an und wollte von meinen Tagen Ruecktrittrecht Gebrauch machen Der Kollege am Telefon verstand die Lage und sagte das der Kollege da eigentlich noch nichts machen koennte im Voraus  was mir auch klar ist Er will alles wieder rueckgaengig machen Montag war noch nichts passiert Also erneut anrufen Diesmal eine Frau und die gut Deutsch sprach und die Lage verstande Und sich drum kuemmern wollte Heute am war kein Netz mehr da Rief das x jetzt deswegen an Ende vom Lied war das mein Vertrag wo ich Anfang des Jahres kuendigte und bzw neu verhandelte wurdemit extra GB und monatlicher Gutschrift komplett gekuendigten Ich wollte einfach nur die Ruecksetzung auf den Vertrag vom Der jetzige Mitarbeiter setzte alles zurueck Erneut wie schon paar mal die letzten Tage Versprach mir noch eine Zusatz von GB als Entschaedigung fuer die Laufzeit des jetzigen Vertrages Ich wartete bis die SMS von euch kommt wo drin Stande das alles wieder auf den alten Vertrag zurueck gesetzt wurde Ich gehe ins App Keine ausgehandelten extra GB und die  Gutschrift nicht mehr drin Hab ich damals aber mit der kundenrueckgewinnung ausgehandelt Lief ja auch alles bis zum die GB sind drin Aber verhandelte Gutschrift Man muss dazu sagen ich hing ewig am Telefon bis ich immer jemand erreicht habe Zwischen min Noch dazu kommt ich bin ca Jahre treuer Kunde mit nicht nur einem Vertrag So geht man also mit treuen Kunden um Michael MEYER Ach ja Ihr werbt ja mit neuem iPhone s verlaengern und  gratis bekommen monatlich Wenn ich das online mache geht doch mein jetziger Rabatt verloren Oder sehe ich das richtig	Unknown	facebooksession	Unknown	de	Hotline klein Schritten kommen versuche Freitag fragte zwecks Vertragsverlaengerung eur Hotline Entschied fuer neu Iphone Mitarbeiter sagen ab vorzubestellen gehen machten neu Vertrag Beginnab naechsten monat Rabatt Vertrag extra rufen Telefon vorbestellen natuerlich bekam teur Vertrag Premiumhandy gleich rein erst November bekomme Handy eh Start Wochen spaeter sollen schon mehr bezahlen rief erneuen Tagen Ruecktrittrecht Gebrauch Kollege Telefon verstand Lage sagen Kollege eigentlich koennte Voraus klar rueckgaengig Montag passiert erneuen anrufen diesmal Frau gut Deutsch sprechen Lage verstande drum kuemmern heute Netz mehr Rief deswegen Ende Lied Vertrag Anfang Jahres kuendigte bzw neu verhandelte wurdemit extra GB monatlicher Gutschrift komplett gekuendigten einfach Ruecksetzung Vertrag jetzig Mitarbeiter setzen zurueck Erneut schon paar mal letzt Tage Versprach Zusatz GB Entschaedigung fuer Laufzeit jetzig Vertrages warten sms kommen drin Stande alt Vertrag zurueck setzen gehe App ausgehandelten extra GB Gutschrift mehr drin damals kundenrueckgewinnung ausgehandelt Lief jaten GB drin verhandelte gutschrift muessen sagen haengen ewig Telefon immer jemand erreichen min kommen ca Jahre treu Kunde Vertrag gehen treu Kunden michael meyer werbt ja neuem iphone verlaengern gratis bekommen monatlich online mache gehen jetzig Rabatt verlor sehe richtig	184	3
00021aCX1NDJQTYE	Ja es ging um einen Mitarbeiter der mich als Luegner hinstellt dies lasse ich mir nicht bieten Es war ein Herr Bohne aber dieses sagte mir nicht welchen Ort er arbeitet um ihn besser zu ermitteln wer genau er ist Mit freundlichen Gruessen	Unknown	facebooksession	Unternehmen allgemein	de	ja gehen Mitarbeiter Luegner hinstellt lassen bieten Herr Bohne abern sagte Ort arbeiten besser ermitteln wer	16	3
00021aCX1NDJR9BQ	Hi habe mich bei der Vertragsverlaengerung fuer das falsche Geraet entschieden was kann ich jetzt machen	Unknown	facebooksession	Mobile Credit	de	hien Vertragsverlaengerung fuer falsch Geraet entscheiden	6	3
00021aCX1NDJXCYS	Schoenen guten Morgen mein Name ist Christian Schoenleber und mein Vertrag laeuft zum aus Mein Kundennummer lautet ich ueberlege mir vielleicht bei Vodafone zu bleiben ausserdem haette ich Interesse am iPhone X dass erst am vorbestellbar ist Ich bin unter koennte also vom Junge Laute Tarif profitieren GB Datenvolumen wuerde mir reichen Meine kurze Frage lautet Welche Moeglichkeit ist die beste fuer mich Ein Young S Vertrag mit Kombination mit dem iPhone X oder ein Young M Vertrag Von welchen Rabatten kann ich noch profitieren wenn ich meinen Vertrag bei Ihnen verlaengere Vielen Dank im Voraus fuer die Antwort Beste Gruesse	Unknown	facebooksession	Unknown	de	Name christian schoenleber Vertrag laeuft Kundennummer lauten ueberlege vielleicht bleiben ausserdem haette Interesse iphone dass erst vorbestellbar koennte Junge laut Tarif profitieren GB Datenvolumen wuerde reichen kurz Frage lauten Moeglichkeit best fuer Young Vertrag Kombination iphone Young Vertrag Rabatten profitieren Vertrag verlaengere Voraus fuer Antwort	45	3
00021aCXH1MT03VY	Hi I try to contact the customer service and talk with english speaker but when i say operator the voice doesn t understand me and just start a call with a german operator So this is my number And if is possible that vodafone call me back for talk about a contract I am available all the day from and Saturday morning until I am also available tomorrow from if you reach this message on time	Unknown	facebooksession	Unternehmen allgemein	en	try contact customer service talk english speaker say operator voice understand start call german operator number possible call back talk contract available day saturday morning available tomorrow reach message time	30	3
00021aCXH1MT23WY	Guten Tag Man hat mich an sie weiter geleitet Es geht um eine Vertragsverlaengerung einer bestehenden Nummer in einem Black Tarif inkl iPhone x Family and friends Mit freundlichen Gruessen	Unknown	facebooksession	Unknown	de	geleiten Vertragsverlaengerung bestehend Nummer black Tarif inkl iphone family friends	10	3
00021aCXH1MTFV84	Hallo Vodafone ich habe von euch ein Angebot zur Vertragsverlaengerung bekommen Hallo Vodafone ich habe ein Angebot zur Vertragsverlaengerung bekommen Meine Mobilfunknummer lautet Ich wuerde Ihnen wirklich gerne treu bleiben leider sind die Konditionen fuer mich noch nicht akzeptabel Habe folgendes Angebot bekommen fuer einen Neuvertrag IPhone GB o Free XL GB Datenvolumen Einmalige Anzahlung   mtl Monate Laufzeit Was koennen Sie mir anbieten Freue mich auf eine Rueckmeldung Mit freundlichen Gruessen Mirko Feddern	Unknown	facebooksession	Unknown	de	Angebot Vertragsverlaengerung bekommen Angebot Vertragsverlaengerung bekommen Mobilfunknummer lauten wuerde wirklich treu bleiben leider Konditionen fuer akzeptabel folgend Angebot bekommen fuer Neuvertrag Iphone GB Free Xl GB Datenvolumen Einmalige Anzahlung mtl Monate Laufzeit koennen anbieten Freue Rueckmeldung Mirko Feddern	38	3
00021aCXH1MTH3GX	Hallo Markus ist sicher Sturmbedingt Danke fuer Deine antwort auch der neue Router hat zunaechst nichts gebrachtbis ploetzlich Stunden spaeter sich Internet und Festnetz problemfrei aufgebaut hat Es geschehen doch manchmal Wunder Vodavon hat mir sogar eine Gutschrift gegoennt und eine neue SIMCard Der technische Support per Hotline hat sich entschieden verbessert Kann es sein das Vodafon da nachgeruestet hat Herzliche Gruesse Renate	Unknown	facebooksession	Unternehmen allgemein	de	Markus sicher sturmbedingen fuer antwort auchen neu Router zunaechst gebrachtbis ploetzlich Stunden spaetern Internet Festnetz problemfrei aufbauen geschehen manchmal Wunder Vodavon sogar Gutschrift gegoennt neu Simcard technisch Support per Hotline entscheiden verbessern Vodafon nachgeruestet herzlich renate	36	3
00021aCXH1MTPYRR	Hello May I talk with you in english I have unusual question is there a posibility for law enforcement in Poland prosecutor or police to get informationa about owner of Vodafone mobile number in Germany How can we get it Do you have special email address for police or something like Or maybe the only way is international traditional and longtime international law assistance procedure Thank you for quick respond informations	Unknown	facebooksession	Unternehmen allgemein	en	may talk english unusual question posibility law enforcement poland prosecutor police get informationa owner mobile number germany get special email address police something like maybe way international traditional longtime international law assistance procedure quick respond informations	36	3
00021aCXH1MTQPGR	hallo und guten abend haben eine reklamation fuer die an vodafone gefaxt wie lange dauert die bearbeitung gruss	Unknown	facebooksession	Mobile Credit	de	reklamation fuer gefaxt lange dauert bearbeitung	6	3
00021aCXH1MTQXR4	Hallo Koennen Sie mir helfen Ist jemand da Hallo	Unknown	facebooksession	Unternehmen allgemein	de	Koennen helfen jemand	3	3
00021aCXH1MTTPKR	Hallo Christian meine Frau hat sich entschieden den Vertrag mit der Rufnummer zu verlaengern Voraussetzung dafuer ist dass oben angebotene Konditionen Tarif Red S mit GB zu monatlich  inkl Mwst ueber die Vertragslaufzeit und einem Kaufpreis von  inkl Mwst Versand bei einer einmaligen Gutschrift von Euro auf die Mobilfunkrechnung noch gueltig sind Sie hat sich fuer das Iphone PLUS GB in Silber entschieden Koennt Ihr mir bestaetigen dass Ihr das Angebot vom noch aufrecht erhaltet Wenn ja wuerden wir das gerne annehmen Viele Gruesse Ergaenzung Da ich diverse Rufnummern bei Euch habe bitte beim Versuch der Kontaktaufnahme nur ueber meine Hauptrufnummer Danke	Unknown	facebooksession	Unknown	de	christian Frau entscheiden Vertrag Rufnummer verlaengern Voraussetzung dafueren dass oben angebotene Konditionen Tarif reds GB monatlich inkl Mwst ueber Vertragslaufzeit Kaufpreis inkl mwst Versand einmalig Gutschrift Euro Mobilfunkrechnung gueltig fuer Iphone plus gb Silber entscheiden Koennt bestaetigen dass Angebot aufrecht erhaltet ja wuerden annehmen Ergaenzung divers Rufnummern bitten beim Versuch Kontaktaufnahme ueber Hauptrufnummer	53	3
00021aCXH1MTYJ0J	Hallo Vodafone Team ich warte immer noch auf eine Rueckantwort auf meine EMail von Ende September	Unknown	facebooksession	Unternehmen allgemein	de	warte immer Rueckantwort Email Ende September	6	3
00021aCY0D640RJG	Das klingt erstmal super Eine Frage haette ich noch Wenn ich das jetzt machen wuerde wuerden die  und die Anzahlung fuer das iPhone X mit der Handy Abrechnung ende November abgehen	Unknown	facebooksession	Unknown	de	klingen erstmal sup Frage haette wuerde wuerden Anzahlung fuer iphone Handy Abrechnung ende November abgehen	15	3
00021aCY0D644A73	Hi Wolfgang Leider ist es alle Jahre das gleiche Spiel geworden Erst wenn ich schriftlich kuendige bewegt sich der Konzern Vodafone Die Nummer ist Gerne kann mich jemand zurueckrufen Der Plan war als Vertragsverlaengerung OHNE Handy in den RED XL zu wechseln mit Selbststaendigen Rabatt und dem Bonus auf den Basispreis kurz gesprochen Das waere MIT Handy sofort moeglich gewesen Ohne Handy geht das nicht bzw erst Tage vor Vertragsende Eine Terminierung war auch nicht moeglich Ich haette zwar noch Sonderwuensche aber das ist in der klassischen Hotline voellig unmoeglich geworden einen Ansprechpartner auf Augenhoehe und mit Entscheidungskompetenzen zu finden Ich bin seit Jahren bei euch und moechte auch nicht wechseln Aber alle Jahre die gleiche Leier neue Tarife und der Neukunde wird immer besser gestellt als der Stammkunde seit Jahren	Unknown	facebooksession	Mobile Credit	de	wolfgang leider Jahre gleich Spiel erst schriftlich kuendige bewegen Konzern Nummer jemand zurueckrufen Plan Vertragsverlaengerung ohn Handy RedTarif Xl wechseln Selbststaendigen Rabatt Bonus basispreis kurz sprechen waere Handy soforen moeglich Handy gehen bzw erst Tage Vertragsende Terminierung moeglich haette sonderwuenschen klassisch Hotline voellig unmoeglich Ansprechpartner Augenhoehe Entscheidungskompetenzen finden seit Jahren moechte wechseln Jahre gleich Leier neu tarif Neukunde immer besser stellen Stammkunde seit Jahren	64	3
00021aCY0D646FRK	Hallo ich wollte mal fragen ab wieviel Uhr am man bei euch das iPhone x mit gb bestellen kann aus einer Vertragsverlaengerung mit dem Black Tarif	Unknown	facebooksession	Unknown	de	mal fragen ab wieviel Uhr iphone GB bestellen Vertragsverlaengerung Black Tarif	11	3
00021aCY0D646RW4	Yes I work for the police in Warsaw and my request is closely related with our investigation Were going to get prosecutors request about the owner of the Vodafones phone number and I need to know if theres a possibility to send this official request translated to german directly to Vodafone GmbH ex via special email address because international legal assistance tooks very much time Best regards Rafal	Unknown	facebooksession	Unternehmen allgemein	en	yes work police warsaw request closely related investigation going get prosecutors request owner vodafones phone number need know theres possibility send official request translated german directly gmbh ex via special email address international legal assistance tooks much time best regards rafal	41	3
00021aCY0D646VVR	Tut mir leid aber es sagt mir nicht zu Ist mir zu teuer und das ihr meine Bandaufnahme verloren habt ist umso schlimmer Ich habe meine Kuendigung an euch geschickt da mir alle eure Angebote leider nicht zusagen	Unknown	facebooksession	Mobile Credit	de	tun leid sagen teu Bandaufnahme verlor habt umso schlimmern Kuendigung schicken Angebote leidern zusagen	14	3
00021aCY0D6493BM	hallo Robert war sehr net und hat gemacht was er machen koennte aber ich bin mit Vodafone NICHT ZUFRIEDEN gruss alle netten Leute von Vodafona kilic Message has attachments	Unknown	facebooksession	Unternehmen allgemein	de	Robert net koennte zufrieden nett Leute vodafona kilic	8	3
00021aCY0D64E29B	Hallo Stephan sra Hat deine Schicht schon begonnen  Bin heute Abend noch ein bisschen erreichbar und morgen ab Uhr wie am besprochen Wuerde mich freuen wenn alles klappt Mit freundlichen Gruessen Rene Guten Morgen Warum hat das mit dem RueckrufTermin nicht geklappt  Wuerde gerne meine Vertragsverlaengerung machen mit den IPhone X Waere um schnellen Rueckruf sehr dankbar wollte nicht bis warten Gruesse Rene Heute Abend ab Uhr erreichbar von Uhr Training Mobilfunk bitte Mitarbeiter Stephan sra Ich warte  Hallo Stephan ich wuerde gerne meine Vertraege verlaengern wie am vereinbart Dabei wolltest du mich gestern und heute Fruehs anrufen waere halt nett wenn mal ein Anruf kommt	Unknown	facebooksession	Unknown	de	stephan sra Schicht schon beginnen heute Abend bisschen erreichbar morgen ab Uhr besprechen Wuerde freuen klappt Rene Warum Rueckruftermin klappen Wuerde Vertragsverlaengerung Iphone Waere schnellen Rueckruf dankbar warten Rene heute Abend ab Uhr erreichbar Uhr Training Mobilfunk bitten Mitarbeiter stephan sra warte stephan wuerde Vertraege verlaengern vereinbart dabei gestern heuen Fruehs anrufen waere halt nett mal Anruf kommen	58	3
00021aCY0D64EMF1	Vielen Dank fuer die Info	Unknown	facebooksession	Unternehmen allgemein	de	fuer Info	2	3
00021aCY0D64JJYY	Und mir dann das neue iPhone X vorbestellen Mfg Flo Hi Ich hatte gerade das iPhone X bestellt und jetzt erst gesehen dass es im online Shop  kostet und bei mir jedoch  Und mein Rabatt von  fuer junge Leute ist auch raus Kann man das noch aendern Mfg Mobilfunk	Unknown	facebooksession	Unknown	de	neu iphone vorbestellen Flo gerade iphone bestellen erst sehen dass online Shop kosen jedoch Rabatt fuer jung Leute raus aendern Mobilfunk	21	3
00021aCY0D64NMAW	Schoenen Guten Abend koennt ihr mir hier weiterhelfen mit meinem Internet Anschluss	Unknown	facebooksession	FixedNet	de	Koennt weiterhelfen Internet Anschluss	4	3
00021aCY0D64S9UY	Guten Abend ja das wurde mir bereits mehrfach gesagt dass es zu vielen Anfragen gekommen ist und dadurch eine verlaengerte Wartezeit herrscht Ebenso hatte ich auch geschrieben dass mein Fall geklaert ist Einer Ihrer Kollegen schrieb mir dass mir trotzdem noch einmal geantwortet wird Deswegen bedanke ich mich recht herzlich und wuensche noch einen schoenen Abend	Unknown	facebooksession	Unternehmen allgemein	de	ja bereits mehrfach sagen dass Anfragen kommen dadurch verlaengerte Wartezeit herrscht ebensoen schreiben dass Fall geklaert Kollegen schrieb dass trotzdem geantwortet Deswegen bedanke rechen herzlich wuenschen schoenen Abend	28	3
00021aCYEF2M0FSU	Guten Tag Auch ich habe leider kuendigen muessen weil Vodafone nicht mehr so ist wie es war Und das nach soviele Jahren Wenn sie noch mal ein Angebot Machen koennen Was mich dazu bewegt bei Ihnen zu bleiben Wuerde das wohl an ein Wunder Grenzen es handelt sich um Vertraege Wir koennen es mal ausprobieren Mein Rufnummer Moechte soviel Daten Volumen wie bislang Roaming ist ja jetzt incl Und das neueste iPhone Mit Geschaeftskunden Rabatte wie gehabt Freu mich auf ein tolles Angebot Mit freundlichen Gruessen Martine Suehl Mobilfunk Hat Zeit Soll gut sein Hallo Gern einmal mit Einmal ohne Wenn dann gleich X mit Wir koennen gern nochmal Tel	Unknown	facebooksession	Unknown	de	leider kuendigen muessen mehr nviele Jahren mal Angebot mach koennen bewegen bleiben Wuerde wohl Wunder Grenzen Vertraege koennen mal ausprobieren Rufnummer Moechte soviel Daten Volumen bislang roaming ja incl neueste iphone Geschaeftskunden Rabatte gehabt Freu toll Angebot Martine Suehl Mobilfunk Zeit sollen gut einmalten gleich koennen nochmal TEL	48	3
00021aCYEF2M11MY	Hi wieso kann ich bei Family and Friends keinen Black Tarif mehr buchen Mit freundlichen Gruessen	Unknown	facebooksession	Unknown	de	wieso family friends Black Tarif mehren buchen	7	3
00021aCYEF2M3J58	Hey Peter Vielen Dank fuer deine schnelle Nachricht und die Muehe Ich bin natuerlich einverstanden mit dem veraenderten Angebot und druecke sicher gerne ein Auge zu  Die neuen Konditionen hoeren sich gut an und so koennen wir es auf jeden Fall festlegen Nochmals vielen dank Peter und auch sehr schoene Feiertage Liebe Gruesse Sarah	Unknown	facebooksession	Unknown	de	peter fuer schnelle Nachricht Muehe natuerlich einverstand veraenderten Angebot druecke sicher Auge neu Konditionen hoeren gut koennen jed Fall festlegen nochmals Peter schoene Feiertage sarah	25	3
00021aCYEF2M4FQN	hallo ich habe seit juli oder august einen vertrag bei ihnen seit her klingelt mein telefon staendig ich bekomme seltsame whatsapp nachrichten vorhin erst wieder ne merkwuerdige sms bekommen und in de rnacht n anruf meine nummer haben nur eine hand voll leute und ich blockiere die anderen staendig aber trozdem bekomme ich dauernt komische anrufe oder leute die einen wolfgang sprechen wollen und das dauernt kann es sein dass jemand bis vor kurzen noch meine nummer hatte und der abstand in dem die nummer an den naechsten gegeben wurde einfach zu kurz war es ist naemlich auch ziemlich nervtoetend und das problem hatte ich bei anderen anbietern noch nie	Unknown	facebooksession	Unternehmen allgemein	de	seit juli august vertrag seit klingelt telefon staendig bekomme seltsam whatsapp nachrichten vorhinen erst nein merkwuerdige SMS bekommen de rnacht anruf nummer hand voll leute blockiere staendig trozdem bekomme dauernt komisch anrufe leute wolfgangen sprechen dauernen dass jemand kurzen nummer abstand nummer naechsten geben einfach kurz naemlich ziemlich nervtoetend problem anbietern nie	52	3
00021aCYEF2M5JUY	Ok Also nerve ich Sorry Das wollte ich natuerlich nicht Ich bin auch kein krankhafter Apple Fanboy Nur leider hab ich mein jetziges iPhone schon verkauft und der Kaeufer moechte es spaetestens Montag haben Deshalb wuerde mich zumindest interessieren ob es mit meiner Bestellung geklappt hat oder nicht Wie gesagt in meinem Bestellstatus ist das iPhone X gar nicht aufgefuehrt  Liebe Gruesse Markus Leider sehe ich immer noch keinen Bestellstatus in meiner App Ist die Bestellung ueberhaupt aufgenommen und im System Mein aktuelles iPhone habe ich verkauft und muss es am Montag dem Kaeufer geben Werde ich bis Montag mein neues iPhone haben Mit der Bitte um eine genaue Auskunft verbleibe ich mit freundlichen Gruessen Mobilfunk Hallo Bernd Lieben Dank fuer die Antwort und sorry fuer den Stress Aber leider habe ich immer noch keine Infos zum Lieferstatus Bei meinvodafone ist immer noch keine Bestellung angezeigt	Unknown	facebooksession	Unknown	de	ok nerve sorry natuerlich krankhafter Apple Fanboy nuren leider jetzig iphone schon verkaufen Kaeufer moechte spaetestens Montag deshalb wuerde zumindest interessieren Bestellung klappen gesagt Bestellstatus iphone gar aufgefuehrt markus leider sehe immer Bestellstatus App Bestellung ueberhaupt aufnehmen System aktuell iphone verkaufen muessen Montag Kaeufer geben Montag neu iphone Auskunft verbleibe Mobilfunk bernd lieben fuer Antwort sorry fuer Stress leidern immer Infos Lieferstatus meinvodafone immer Bestellung anzeigen	66	3
00021aCYEF2M5MU6	Da habe ich durchgerufen gehabt allerdings wird man da auch nur Sinnlos abgespeist Wenn das jetzt So weitergeht sehe ich mich gezwungen mein Mobilfunk und meinen DSL Vertrag bei ihnen zu kuendigen Hallo ist denn Jemand da Ich bin leider gerade Gewohnt Verarscht zu werden Anscheinend ist das allen hier komplett egal Hab ich schon bei der Hotline gemerkt Traurig Uber eine Antwort wuerde ich mich riesig freuen	Unknown	facebooksession	Unknown	de	durchgerufen gehabt allerdingsen Sinnlos abgespeist weitergehen sehe zwingen Mobilfunk dsl Vertrag kuendigen jemand leider gerade Gewohnt Verarscht anscheinend komplett egal schon Hotline merken traurig Uber Antwort wuerde riesig freuen	29	3
00021aCYEF2M68UU	Einen schoenen guten Tag Nachdem ich am Dienstag meinen Vertrag verlaengert habe erscheint immer noch kein genaues Lieferdatum fuer mein iPhone X sondern lediglich KW Ab wann koennen Sie denn genau sagen wann man beliefert wird Holger Lorke	Unknown	facebooksession	Unknown	de	nachdem Dienstag Vertrag verlaengert erscheinen immer Lieferdatum fuer iphone lediglich kw ab wann koennen sagen wann beliefert holger lorke	19	3
00021aCYEF2M79VD	Hallo Warum brauchen Sie meine Rufnummer Hat das nicht mit den Betriebssystem zu tun Meiner Meinung nach schon In den letzten Versionen war sie ja auch schliesslich sehr gut zu bedienen Mit freundlichen Gruessen	Unknown	facebooksession	Mobile Credit	de	Warum brauchen Rufnummer Betriebssystem tun Meinung schon letzt Versionen ja schliesslich gut bedienen	13	3
